AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,REG_FEE,COMMIS,SALES_PRICE,NULL
Chrompet,723,129,1,1,2,Yes,261770,130885,8725650,1
Chrompet,1148,175,1,1,3,No,313113,41748,10437110,1
KK Nagar,1513,84,2,1,4,No,418322,171132,9507320,1
Chrompet,951,149,1,1,3,No,251610,31451,7862800,1
KK Nagar,2449,190,4,2,6,No,543793,205433,12084280,1
TNagar,1597,62,1,1,4,Yes,427361,75417,12569440,1
Karapakkam,1058,200,1,1,3,No,301892,70208,7020750,1
Karapakkam,1438,34,2,2,4,Yes,195165,162638,6505500,1
Karapakkam,1616,116,2,2,4,No,291463,116585,5829250,1
Adyar,632,99,1,1,2,Yes,410190,164076,11719720,1
Chrompet,953,32,1,1,3,No,290436,52807,8801100,1
KK Nagar,1714,128,2,1,4,No,284110,75763,9470340,1
KK Nagar,1334,99,2,1,4,No,472549,129951,11813720,1
Anna Nagar,1770,49,1,1,4,No,575501,377053,19844870,1
Karapakkam,1098,41,1,1,3,Yes,310320,129300,6465000,1
Chrompet,1010,125,1,1,3,No,239391,147318,9207350,1
Karapakkam,1195,80,1,1,3,No,356252,151137,10795500,1
Adyar,624,59,1,1,2,No,161340,5378,5378000,1
Chrompet,1272,85,2,1,4,No,250754,30090,10030140,1
KK Nagar,1324,173,1,1,3,No,402181,182810,9140480,1
KK Nagar,2424,156,4,2,6,Yes,582700,469920,18796780,1
KK Nagar,1438,143,2,1,4,Yes,430218,282331,13444320,1
Adyar,701,136,1,1,2,Yes,364711,82354,11764865,1
Chrompet,1236,42,2,1,4,Yes,370937,168608,11240520,1
Velachery,1744,126,2,1,4,Yes,253116,53691,7670180,1
Chrompet,1078,31,1,1,3,Yes,217690,66982,8372710,1
Chrompet,901,183,1,1,3,Yes,303722,113896,9491300,1
Velachery,1669,168,2,1,4,Yes,484846,124675,13852750,1
Adyar,1073,146,1,1,3,No,314725,123983,9537120,1
Karapakkam,1273,36,1,1,3,No,485144,88208,11026000,1
Adyar,1235,98,2,2,4,No,421062,39475,13158180,1
Karapakkam,1400,104,2,2,4,No,309788,111524,6195750,1
Anna Nagar,1598,104,1,1,4,Yes,320613,68703,11450470,1
Anna Nagar,1819,63,2,1,5,No,495469,206445,13763020,1
Adyar,902,99,1,1,3,No,436790,36399,12133045,1
Adyar,795,155,1,1,2,Yes,338440,59725,9954125,1
KK Nagar,1763,175,2,1,4,Yes,582511,168622,15329240,1
Velachery,1848,157,3,2,5,No,491146,187791,14445470,1
Chrompet,1288,159,2,1,4,Yes,489197,126244,15780550,1
Velachery,1615,53,2,1,4,Yes,386554,213622,10172480,1
Chrompet,1026,92,1,1,3,Yes,388783,180506,13885100,1
Velachery,1598,88,2,1,4,Yes,458722,82335,11762090,1
Velachery,1896,123,3,2,5,Yes,344677,93156,9315600,1
KK Nagar,2276,175,4,2,6,No,528878,198329,13221960,1
KK Nagar,2407,43,4,2,6,No,547192,427494,17099760,1
Chrompet,1083,116,1,1,3,No,271403,67851,9692960,1
Chrompet,728,15,1,1,2,Yes,190963,99301,7638500,1
T Nagar,1894,195,2,1,5,No,438931,130493,11863010,1
Anna Nagar,1595,39,1,1,4,Yes,315355,221917,11679830,1
Chrompet,1274,57,2,1,4,No,470395,242325,14254400,1
Anna Nagar,1760,17,1,1,4,No,320022,184628,12308520,1
Adyar,969,104,1,1,3,Yes,401660,78101,11157225,1
Velachery,1652,138,2,1,4,Yes,283919,160887,9463960,1
Karapakkam,1211,75,1,1,3,No,262198,59931,7491375,1
Chrompet,958,36,1,1,3,Yes,321585,218678,12863400,1
Chrompet,818,59,1,1,3,Yes,216743,64220,8027500,1
Adyar,958,120,1,1,3,Yes,437647,33665,11221720,1
Chrompet,1091,42,1,1,3,Yes,476603,148939,14893850,1
Chrompet,1066,107,1,1,3,Yes,248880,143585,9572300,1
KK Nagar,2371,72,4,2,6,No,523170,156951,10463400,1
Karapakkam,1451,145,2,2,4,Yes,366625,261875,10475000,1
Anna Nagar,1985,129,2,1,5,No,812872,109848,21969520,1
Velachery,1853,17,3,2,5,Yes,595813,115852,16550350,1
Velachery,1841,106,3,2,5,No,296135,197423,9871170,1
Anna Nagar,1767,34,1,1,4,Yes,711588,365960,20331090,1
Chrompet,1147,159,1,1,3,Yes,308619,46761,9352100,1
Chrompet,1232,186,2,1,4,No,214703,120233,8588100,1
Chrompet,1264,96,2,1,4,No,318228,92389,10265430,1
Karapakkam,898,161,1,1,3,Yes,406404,236281,9451250,1
Chrompet,743,14,1,1,2,Yes,208277,56075,8010660,1
Chrompet,1064,120,1,1,3,Yes,308634,69692,9955930,1
Chrompet,980,124,1,1,3,Yes,251115,130580,10044600,1
Anna Nagar,1780,161,1,1,4,No,544860,330808,19459290,1
KK Nagar,1665,154,2,1,4,Yes,361637,192873,12054580,1
Velachery,1852,199,3,2,5,Yes,527284,175761,14646780,1
Chrompet,1231,177,2,1,4,No,402371,124874,13874850,1
KK Nagar,1413,42,2,1,4,Yes,440655,152880,8992960,1
KK Nagar,2443,169,4,2,6,No,696707,311685,18334400,1
Chrompet,1071,125,1,1,3,Yes,337361,81784,10223050,1
KK Nagar,1614,78,2,1,4,No,359882,257059,10282340,1
KK Nagar,1302,97,1,1,3,Yes,510764,156356,10423760,1
Anna Nagar,1923,74,2,1,5,No,308016,110886,12320640,1
Chrompet,805,45,1,1,3,Yes,221630,94984,7915350,1
Anna Nagar,1586,14,1,1,4,No,288129,128057,10671450,1
Velachery,1883,155,3,2,5,No,464115,177456,13650440,1
KK Nagar,1582,165,2,1,4,No,531638,197819,12363680,1
Adyar,1109,132,1,1,3,Yes,389114,89796,9977280,1
Karapakkam,968,35,1,1,3,No,302268,81864,6297250,1
Karapakkam,1687,46,2,2,4,No,522170,133320,11110000,1
Velachery,1754,177,2,1,4,No,241096,85093,7091060,1
Anna Nagar,1766,61,1,1,4,Yes,526460,78969,13161500,1
Velachery,1656,25,2,1,4,Yes,538772,170139,14178210,1
Chrompet,805,185,1,1,3,No,238365,141254,8828350,1
Karapakkam,726,181,1,1,2,No,249043,78645,6553750,1
Karapakkam,1228,33,1,1,3,No,535717,174928,10933000,1
Anna Nagar,1995,19,2,1,5,No,595977,287713,20550920,1
Karapakkam,931,88,1,1,3,No,404625,80925,8092500,1
Chrompet,737,145,1,1,2,No,166321,41580,5940040,1
Velachery,1762,28,2,1,4,Yes,536849,193862,14912460,1
Velachery,1726,40,2,1,4,Yes,448605,202596,14471130,1
T Nagar,1915,4,2,1,5,Yes,497975,165992,15090150,1
Chrompet,729,116,1,1,2,Yes,197975,134623,7918980,1
Karapakkam,1653,16,2,2,4,No,359936,179968,11248000,1
Chrompet,1261,130,2,1,4,Yes,436282,75221,15044200,1
Velachery,1744,86,2,1,4,No,385027,78980,9872490,1
Adyar,791,143,1,1,2,No,264934,103030,7359275,1
KK Nagar,2199,124,3,2,5,Yes,621684,164936,12687420,1
Velachery,1915,99,3,2,5,No,230929,97970,6997850,1
Chrompet,857,58,1,1,3,Yes,201206,38694,7738700,1
Anna Nagar,1853,160,2,1,5,Yes,535931,278684,21437220,1
Anna Nagar,1701,141,1,1,4,No,365566,109670,12185540,1
Chrompet,963,104,1,1,3,No,370394,44896,11224050,1
Anna Nagar,1889,118,2,1,5,Yes,391259,91294,13041980,1
Velachery,1544,185,2,1,4,Yes,220795,66239,7359840,1
Chrompet,916,181,1,1,3,Yes,375048,200026,12501600,1
Karapakkam,1175,98,1,1,3,No,275930,75881,6898250,1
Anna Nagar,1966,125,2,1,5,Yes,584890,116978,14622250,1
KK Nagar,2292,152,4,2,6,No,389902,116970,12996720,1
Anna Nagar,1781,177,1,1,4,No,320052,125735,11430420,1
Karapakkam,1075,180,1,1,3,No,256420,98043,7541750,1
Chrompet,1056,94,1,1,3,Yes,233548,93419,9341900,1
Chrompet,948,132,1,1,3,No,244778,122389,8159260,1
Chrompet,1002,60,1,1,3,No,368486,115152,11515200,1
Karapakkam,823,125,1,1,2,Yes,250414,57788,6420875,1
Chrompet,856,158,1,1,3,No,280041,154506,9656600,1
KK Nagar,1432,101,2,1,4,No,446258,223129,8925160,1
Adyar,742,191,1,1,2,Yes,223389,6038,6037545,1
KK Nagar,1743,98,2,1,4,Yes,544131,108826,10882620,1
KK Nagar,2311,56,4,2,6,No,600878,294047,12784640,1
Karapakkam,1055,147,1,1,3,No,298220,169260,8060000,1
Velachery,1641,2,2,1,4,Yes,500262,161375,16137480,1
Karapakkam,690,48,1,1,2,Yes,264163,83759,6443000,1
Chrompet,756,76,1,1,2,Yes,249006,69722,9960220,1
Velachery,1704,74,2,1,4,No,349006,218129,10906430,1
Karapakkam,680,100,1,1,2,No,142968,64676,3404000,1
Anna Nagar,1734,157,1,1,4,No,494675,126840,12683980,1
Adyar,1033,200,1,1,3,Yes,306183,8057,8057450,1
Karapakkam,757,123,1,1,2,Yes,445643,136421,9094750,1
Velachery,1912,169,3,2,5,Yes,360413,100115,10011470,1
Chrompet,845,9,1,1,3,No,215127,39114,6519000,1
Chrompet,1275,146,2,1,4,No,378235,154096,14008700,1
Chrompet,1173,198,1,1,3,Yes,258192,114752,9562650,1
KK Nagar,1502,6,2,1,4,No,373034,214495,9325860,1
Chrompet,1187,170,1,1,3,Yes,419552,203009,13533950,1
Anna Nagar,1889,104,2,1,5,No,807579,352022,20707160,1
T Nagar,1853,167,2,1,5,No,421139,81888,11698300,1
Adyar,603,181,1,1,2,No,202996,64104,5342000,1
KK Nagar,2172,5,3,2,5,Yes,808102,343873,17193660,1
Anna Nagar,1507,193,1,1,4,No,449658,86473,17294550,1
Karapakkam,692,133,1,1,2,No,223976,76992,6999250,1
Velachery,1897,90,3,2,5,No,303148,87753,7977570,1
Velachery,1607,119,2,1,4,No,341151,179104,8528780,1
KK Nagar,1607,186,2,1,4,Yes,497343,142098,14209800,1
Anna Nagar,1853,51,2,1,5,No,351719,130266,13026640,1
Chrompet,1121,32,1,1,3,Yes,269218,43075,10768720,1
KK Nagar,2279,147,4,2,6,Yes,434653,312407,13582900,1
Adyar,729,90,1,1,2,No,212460,89096,6853550,1
Adyar,794,75,1,1,2,No,377944,132791,10214695,1
Chrompet,800,46,1,1,2,Yes,297519,107107,11900750,1
Chrompet,1292,193,2,1,4,No,298969,92784,10309290,1
Adyar,831,26,1,1,3,No,245012,68910,7656640,1
Velachery,1850,114,3,2,5,Yes,566877,267692,15746590,1
Karapakkam,1454,79,2,2,4,No,227351,134079,5829500,1
Chrompet,1053,177,1,1,3,No,399578,112381,12486800,1
Adyar,1115,81,1,1,3,Yes,362429,48977,9795370,1
KK Nagar,1498,131,2,1,4,No,424086,162416,9023100,1
Chrompet,992,152,1,1,3,Yes,344604,156638,10442550,1
Karapakkam,520,189,1,1,2,Yes,151235,43210,4321000,1
Adyar,833,87,1,1,3,No,338412,112804,11280410,1
Chrompet,1114,22,1,1,3,No,420107,230381,13551850,1
Karapakkam,753,23,1,1,2,Yes,413541,167176,8798750,1
Anna Nagar,1705,51,1,1,4,Yes,401654,59067,11813340,1
Adyar,934,147,1,1,3,Yes,373014,12033,12032720,1
Karapakkam,1101,78,1,1,3,Yes,369828,61638,7704750,1
Chrompet,1104,32,1,1,3,Yes,431850,115160,14395000,1
Chrompet,1085,136,1,1,3,No,217920,139469,8716800,1
Chrompet,1015,85,1,1,3,Yes,326911,222300,13076450,1
Karapakkam,1389,182,2,2,4,Yes,425460,150684,8863750,1
Chrompet,1179,122,1,1,3,No,278108,53482,10696480,1
Chrompet,855,146,1,1,3,Yes,280638,112255,9354600,1
Adyar,897,168,1,1,3,No,325064,39402,9850425,1
Anna Nagar,1762,113,1,1,4,No,482661,67036,13407250,1
Chrompet,726,114,1,1,2,No,331843,31110,10370100,1
Chrompet,1285,98,2,1,4,Yes,479460,127856,15982000,1
Chrompet,940,50,1,1,3,No,318066,193112,11359500,1
Anna Nagar,1914,121,2,1,5,Yes,507483,231992,14499510,1
Adyar,1285,96,2,2,4,No,406484,119554,11955405,1
Chrompet,707,124,1,1,2,No,178346,35669,7133850,1
Chrompet,939,191,1,1,3,Yes,311491,99677,12459650,1
T Nagar,1911,194,2,1,5,No,594167,339524,21220250,1
Anna Nagar,1697,126,1,1,4,No,361925,199683,12480160,1
Chrompet,740,112,1,1,2,Yes,243074,54017,9002750,1
T Nagar,1639,42,1,1,4,No,337157,192661,12041320,1
Chrompet,1210,124,2,1,4,No,299018,109640,9967250,1
Karapakkam,1467,127,2,2,4,Yes,234920,80217,5729750,1
Karapakkam,1412,40,2,2,4,No,513634,198450,11673500,1
Chrompet,1124,24,1,1,3,No,377887,78184,13030600,1
Anna Nagar,1996,132,2,1,5,No,577327,288663,20618810,1
Karapakkam,1632,71,2,2,4,No,204825,129723,6827500,1
Chrompet,1021,169,1,1,3,No,280148,149412,9338270,1
Karapakkam,1448,198,2,2,4,No,367568,232793,12252250,1
KK Nagar,2450,142,4,2,6,No,442798,299188,11967520,1
Chrompet,941,92,1,1,3,Yes,296040,69076,9868000,1
KK Nagar,1412,177,2,1,4,Yes,533907,138816,10678140,1
Chrompet,1153,136,1,1,3,No,424604,167268,12866800,1
T Nagar,1690,113,1,1,4,Yes,781044,370996,19526110,1
KK Nagar,1307,88,1,1,3,Yes,315275,111273,9272780,1
Velachery,1635,15,2,1,4,Yes,287115,143557,9570490,1
Chrompet,772,114,1,1,2,Yes,283700,172247,10132150,1
Karapakkam,1438,168,2,2,4,Yes,607282,111542,12393500,1
T Nagar,1505,83,1,1,4,Yes,443455,177382,11086380,1
Karapakkam,1635,8,2,2,4,No,432217,176415,8820750,1
Anna Nagar,1631,121,1,1,4,Yes,392056,171525,12251750,1
T Nagar,1585,36,1,1,4,Yes,343021,189253,11828320,1
Chrompet,1117,10,1,1,3,No,368444,203279,12704950,1
Karapakkam,1296,190,1,1,3,Yes,483116,202235,11235250,1
Chrompet,1238,178,2,1,4,No,249974,157391,9258310,1
KK Nagar,1859,54,3,2,5,Yes,624739,336398,16018960,1
KK Nagar,2239,172,4,2,6,No,474107,185017,11563580,1
Velachery,1771,109,2,1,4,No,292667,56908,8129650,1
Adyar,626,186,1,1,2,Yes,157549,47265,5251640,1
Chrompet,978,183,1,1,3,No,204903,114746,8196110,1
T Nagar,1586,23,1,1,4,No,379590,61555,10259180,1
Chrompet,1196,116,1,1,3,No,289517,189300,11135270,1
Chrompet,1225,85,2,1,4,Yes,300146,177864,11116500,1
Chrompet,812,81,1,1,3,Yes,318891,106297,9663350,1
Karapakkam,1436,28,2,2,4,No,401183,106196,11799500,1
Karapakkam,1019,90,1,1,3,Yes,377001,125667,10472250,1
Chrompet,1203,107,2,1,4,Yes,337288,188881,13491500,1
Chrompet,1027,94,1,1,3,No,307512,141929,11827400,1
Velachery,1974,124,3,2,5,Yes,430247,220639,11031970,1
Velachery,1746,195,2,1,4,Yes,368674,149462,9964150,1
KK Nagar,1711,134,2,1,4,No,430455,81992,10248940,1
T Nagar,1918,150,2,1,5,Yes,490397,163466,12574290,1
Karapakkam,1083,114,1,1,3,No,196056,56753,5159375,1
Karapakkam,826,139,1,1,2,No,209081,92925,4646250,1
Velachery,1624,109,2,1,4,No,289018,108382,9031800,1
Chrompet,1122,139,1,1,3,No,408592,210886,13180400,1
Ana Nagar,1906,169,2,1,5,No,600629,260273,20020970,1
Chrompet,849,132,1,1,3,No,190651,84734,7061130,1
Anna Nagar,1793,108,1,1,4,Yes,448462,179385,12813210,1
Velachery,1936,198,3,2,5,Yes,354335,139587,10737430,1
Velachery,1956,141,3,2,5,Yes,297316,67136,9590830,1
KK Nagar,1778,147,3,2,5,Yes,357068,220542,10502000,1
Karapakkam,1075,75,1,1,3,No,290479,136696,8543500,1
Karapakkam,541,124,1,1,2,Yes,171294,73412,4894125,1
Chrompet,1166,110,1,1,3,No,370453,185227,14248200,1
Karapakkam,533,84,1,1,2,No,126016,33004,3000375,1
Chrompet,738,76,1,1,2,Yes,191515,38303,7660600,1
T Nagar,1771,110,1,1,4,Yes,823645,370640,20591120,1
Anna Nagar,1687,72,1,1,4,Yes,376450,68445,11407570,1
KK Nagar,1970,134,3,2,5,No,493321,224237,14949120,1
Karapakkam,1620,12,2,2,4,Yes,384857,128286,9163250,1
Karapakkam,668,88,1,1,2,No,155031,41594,3781250,1
Velachery,1542,199,2,1,4,Yes,344951,188155,10453060,1
T Nagar,1551,81,1,1,4,No,360636,236279,12435730,1
KK Nagar,2221,64,4,2,6,No,385507,280368,11682020,1
Velachery,1522,31,2,1,4,No,352210,92687,9268680,1
Velachery,1539,88,2,1,4,Yes,306260,207467,9879360,1
T Nagar,1866,88,2,1,5,Yes,470348,297887,15678280,1
Anna Nagar,1874,10,2,1,5,Yes,467285,233643,14602660,1
KK Nagar,2097,39,3,2,5,No,437420,234713,10668780,1
Chrompet,1159,108,1,1,3,No,372465,186233,12415500,1
KK Nagar,1438,35,2,1,4,Yes,710941,232144,14509000,1
Chrompet,863,120,1,1,3,No,234938,36709,7341810,1
Karapakkam,1292,142,1,1,3,No,403221,258475,10339000,1
Anna Nagar,1691,153,1,1,4,Yes,476887,188245,12549660,1
Anna Nagar,1894,98,2,1,5,Yes,494536,228247,12680410,1
Chrompet,1174,8,1,1,3,No,413176,159939,13328250,1
Velachery,1838,88,3,2,5,No,388155,209006,9952680,1
Karapakkam,1582,75,2,2,4,No,389693,289127,12570750,1
KK Nagar,1951,111,3,2,5,No,488648,78184,9772960,1
Karapakkam,1237,14,1,1,3,Yes,279779,143301,6823875,1
Velachery,1989,126,3,2,5,Yes,339967,119448,9188290,1
Chrompet,1129,86,1,1,3,Yes,482265,58456,14614100,1
Chrompet,768,77,1,1,2,Yes,216410,89549,7462400,1
Chrompet,1056,157,1,1,3,No,207922,62376,6930720,1
T Nagar,1585,71,1,1,4,No,498564,213670,17805860,1
KK Nagar,1789,4,3,2,5,Yes,356231,142492,11874360,1
Velachery,1869,22,3,2,5,No,621712,175355,15941330,1
Karapakkam,520,60,1,1,2,No,178373,57709,5246250,1
Chrompet,738,8,1,1,2,Yes,276250,148750,10625000,1
Velachery,1914,198,3,2,5,Yes,424125,117813,11781260,1
Anna Nagar,1576,188,1,1,4,No,452160,188400,12560000,1
Chrompet,869,133,1,1,3,No,225454,61488,6831950,1
Adyar,635,134,1,1,2,No,210032,36005,6000900,1
Anna Nagar,1875,40,2,1,5,Yes,556330,248884,14640260,1
KK Nagar,2344,181,4,2,6,No,777513,322384,18963740,1
Anna Nagar,1804,69,2,1,5,Yes,536773,145074,14507380,1
Adyar,985,100,1,1,3,No,250764,88505,7375400,1
Anna Nagar,1589,117,1,1,4,Yes,691048,298831,18676960,1
Karapakkam,1390,14,2,2,4,Yes,365286,166761,7941000,1
KK Nagar,2435,47,4,2,6,No,568097,103290,12911300,1
Adyar,1145,28,1,1,3,Yes,424978,23610,11804935,1
Chrompet,714,109,1,1,2,No,262126,73723,8191450,1
Chrompet,1174,22,1,1,3,No,376424,64901,12980150,1
Anna Nagar,1936,199,2,1,5,No,533016,362451,21320640,1
Karapakkam,1477,65,2,2,4,No,376134,89084,9898250,1
Karapakkam,1017,194,1,1,3,Yes,466344,116586,9715500,1
Chrompet,943,111,1,1,3,No,215904,115663,7710860,1
T Nagar,1515,63,1,1,4,No,433793,205481,11415610,1
Chrompet,1071,151,1,1,3,No,287588,102047,9277020,1
Velachery,1937,153,3,2,5,No,394821,224088,10670850,1
KK Nagar,2440,68,4,2,6,Yes,469162,113736,14217020,1
Chrompet,892,182,1,1,3,Yes,232799,88303,8027540,1
Velachery,1951,37,3,2,5,No,547260,156360,15635990,1
Karapakkam,1452,141,2,2,4,No,352363,144149,8008250,1
Velachery,1605,16,2,1,4,No,409863,163945,11710370,1
Chrompet,733,62,1,1,2,No,217142,112315,7487660,1
Karapakkam,616,106,1,1,2,No,272600,43616,5452000,1
Anna Nagar,1525,121,1,1,4,No,360570,216342,12019000,1
KK Nagar,1577,166,2,1,4,No,359504,184361,9218040,1
Adyar,1002,149,1,1,3,Yes,231934,46387,7731120,1
Velachery,1792,163,2,1,4,Yes,553351,261304,15370850,1
Chrompet,721,118,1,1,2,Yes,222526,47684,7947370,1
T Nagar,1530,51,1,1,4,Yes,658935,156064,17340400,1
Chrompet,723,178,1,1,2,Yes,341109,181214,10659650,1
Adyar,840,116,1,1,3,No,210509,32892,6578415,1
Karapakkam,1254,125,1,1,3,Yes,320272,112528,8656000,1
Karapakkam,1129,195,1,1,3,Yes,297718,64721,6472125,1
Adyar,1272,102,2,2,4,No,385694,128565,9889600,1
Adyar,1085,66,1,1,3,Yes,321130,17841,8920280,1
Velachery,1922,168,3,2,5,No,354388,118129,10739020,1
Chrompet,994,116,1,1,3,No,357573,184554,11534600,1
Velachery,1798,44,2,1,4,Yes,291709,94100,9409960,1
Velachery,1544,16,2,1,4,No,393146,117944,13104880,1
Velachery,1740,92,2,1,4,Yes,426731,207269,12192300,1
Velachery,1676,22,2,1,4,No,303708,107191,8932590,1
Adyar,1209,55,2,2,4,Yes,352185,85378,10672285,1
KK Nagar,1397,190,2,1,4,Yes,434334,114971,12774540,1
Karapakkam,1028,11,1,1,3,Yes,326014,63785,7087250,1
Adyar,1063,88,1,1,3,Yes,336826,115784,10525805,1
Velachery,1596,99,2,1,4,Yes,375857,96374,9637350,1
Adyar,648,140,1,1,2,No,257413,80442,8044160,1
Velachery,1732,188,2,1,4,No,276311,80219,8913270,1
Chrompet,1100,79,1,1,3,No,238464,45859,9171700,1
Chrompet,1182,47,1,1,3,No,337180,152275,10876790,1
KK Nagar,2137,130,3,2,5,No,366127,212590,11810540,1
Chrompet,1298,124,2,1,4,Yes,528198,128048,16006000,1
Velachery,1581,167,2,1,4,Yes,310536,131978,7763400,1
Velachery,1520,29,2,1,4,No,278330,112836,7522430,1
Chrompet,785,83,1,1,2,No,190715,95358,7335200,1
Velachery,1929,196,3,2,5,Yes,562480,160709,16070870,1
Chrompet,765,195,1,1,2,Yes,178376,41164,6860600,1
KK Nagar,2215,88,3,2,5,Yes,405868,127559,11596240,1
KK Nagar,1599,88,2,1,4,Yes,304458,213121,10148600,1
KK Nagar,1320,123,1,1,3,No,450347,225174,11851240,1
T Nagar,1527,10,1,1,4,Yes,710076,280293,18686210,1
Chrompet,803,103,1,1,3,No,183908,34057,6811400,1
Adyar,778,61,1,1,2,No,294646,19643,9821540,1
T Nagar,1917,16,2,1,5,No,564223,70528,14105580,1
T Nagar,1762,45,1,1,4,No,476659,91665,18333020,1
Anna Nagar,1662,167,1,1,4,Yes,516676,232504,12916910,1
Adyar,691,76,1,1,2,No,203484,38497,5499565,1
Chrompet,1142,74,1,1,3,No,282475,145517,8559850,1
Karapakkam,965,60,1,1,3,Yes,199245,59774,6641500,1
Velachery,1793,140,2,1,4,Yes,237331,62823,6980320,1
Chrompet,1021,85,1,1,3,No,241924,158181,9304770,1
Chrompet,1097,121,1,1,3,Yes,401624,193374,14874950,1
Velachery,1753,42,2,1,4,No,221696,96992,6928000,1
T Nagar,1941,71,2,1,5,Yes,578850,132309,16538570,1
Chrompet,1067,138,1,1,3,No,227811,145799,9112450,1
Chrompet,733,29,1,1,2,Yes,348109,84390,10548750,1
Anna Nagar,1856,99,2,1,5,No,467548,212522,14168130,1
Chrompet,961,78,1,1,3,No,218460,84023,8402320,1
Karapakkam,681,59,1,1,2,No,132013,23762,2640250,1
Velachery,1550,81,2,1,4,No,493507,209740,12337670,1
Anna Nagar,1766,73,1,1,4,No,602559,301279,17722310,1
Chrompet,983,49,1,1,3,No,287311,80806,8978460,1
Anna Nagar,1638,24,1,1,4,No,346993,199784,10514930,1
KK Nagar,2092,119,3,2,5,No,560155,228635,11431740,1
Chrompet,942,44,1,1,3,No,237399,23740,7913300,1
Karapakkam,1627,8,2,2,4,No,248245,127150,6054750,1
Chrompet,932,139,1,1,3,No,230099,107859,7190600,1
Karapakkam,715,186,1,1,2,No,218945,56009,5091750,1
Karapakkam,1140,194,1,1,3,Yes,202089,104304,6519000,1
Anna Nagar,1658,113,1,1,4,Yes,373769,129382,14375730,1
Adyar,1112,26,1,1,3,No,388742,35340,11780070,1
Anna Nagar,1584,9,1,1,4,No,298650,77428,11061120,1
Velachery,1894,34,3,2,5,No,560886,240380,16025310,1
Adyar,791,92,1,1,2,Yes,231819,6818,6818200,1
Chrompet,715,50,1,1,2,No,218514,80122,7283800,1
KK Nagar,2495,191,4,2,6,No,474869,174952,12496560,1
Karapakkam,1015,109,1,1,3,No,269244,186975,7479000,1
Chrompet,1125,191,1,1,3,No,340349,143994,13090350,1
Anna Nagar,1964,156,2,1,5,No,395886,163815,13651240,1
KK Nagar,1975,177,3,2,5,No,648614,324307,15443180,1
KK Nagar,1759,104,2,1,4,No,510010,95627,10625200,1
Chrompet,1222,76,2,1,4,Yes,338220,105694,10569390,1
Anna Nagar,1587,147,1,1,4,No,272009,152325,10880340,1
Velachery,1992,162,3,2,5,Yes,370435,150177,10011770,1
KK Nagar,2458,85,4,2,6,No,765316,463218,20139900,1
Adyar,837,151,1,1,3,Yes,345787,43223,10805855,1
Karapakkam,964,170,1,1,3,No,361384,132214,8814250,1
Karapakkam,1170,78,1,1,3,Yes,283404,144594,5783750,1
Anna Nagar,1823,13,2,1,5,Yes,603768,270655,20819590,1
Adyar,1159,140,1,1,3,Yes,334221,135777,10444400,1
Adyar,1288,45,2,2,4,No,334129,117928,9827320,1
Anna Nagar,1724,66,1,1,4,Yes,406008,233762,12303260,1
Adyar,1130,124,1,1,3,Yes,348034,49719,9943840,1
Anna Nagar,1977,153,2,1,5,No,300826,189409,11141710,1
Adyar,633,138,1,1,2,No,191063,5620,5619510,1
Chrompet,1237,41,2,1,4,No,249835,86481,9609040,1
Anna Nagar,1599,137,1,1,4,No,311797,116924,9743650,1
Karapakkam,969,125,1,1,3,No,181761,92814,3867250,1
Chrompet,1292,166,2,1,4,No,264855,160805,9459100,1
Chrompet,1229,146,2,1,4,No,278859,102248,9295300,1
Chrompet,768,87,1,1,2,No,190106,47527,6789500,1
Anna Nagar,1878,4,2,1,5,Yes,427188,256313,14239590,1
KK Nagar,2134,167,3,2,5,Yes,475705,167140,12856900,1
Adyar,682,6,1,1,2,No,343368,49053,9810510,1
T Nagar,1815,49,2,1,5,Yes,404436,247880,13046310,1
KK Nagar,1687,111,2,1,4,No,398926,107029,9729900,1
Karapakkam,535,8,1,1,2,No,149931,53821,3844375,1
Chrompet,1109,109,1,1,3,Yes,257314,128657,9189800,1
KK Nagar,1333,114,2,1,4,No,371650,202718,8446600,1
Velachery,1987,80,3,2,5,Yes,443017,135366,12306030,1
Chrompet,943,131,1,1,3,Yes,354352,36657,12219050,1
Velachery,1633,92,2,1,4,Yes,494752,240308,14135780,1
Karapakkam,1513,126,2,2,4,Yes,554292,127025,11547750,1
Anna Nagar,1910,74,2,1,5,No,569124,270334,14228100,1
Velachery,1581,42,2,1,4,No,378264,113479,9456590,1
Chrompet,1239,84,2,1,4,Yes,328590,127196,10599680,1
Karapakkam,1414,43,2,2,4,Yes,332185,199311,9491000,1
Chrompet,755,82,1,1,2,No,209160,104580,6972000,1
Chrompet,826,137,1,1,3,Yes,220258,39332,7866370,1
Anna Nagar,1582,152,1,1,4,No,381550,180176,10598610,1
Karapakkam,1454,72,2,2,4,No,339350,142884,8930250,1
